i,lexeme,sparsity_increase,norm_sparsity_increase,entropy_increase
113,wit,-0.5324286610527063,-0.0026780261722076926,-0.5922282040498867
114,quoth,-0.400735023038453,0.0355952059153013,1.0482041934515365
115,both,-0.5325253208515397,-0.009581945423070892,0.4557100356379289
116,away,-0.36361510618392145,0.022192790184435984,1.4869282568870557
117,on,-0.3785996629620101,0.01799755083437582,0.0
118,daughter,0.0057734204550339285,-0.018696035759741547,2.3832517417532872
119,heart,-0.32892367311573345,0.0027042945178108457,0.33979302973798275
120,hallow,-0.40772037474407696,-0.022041134793183592,1.8019755931507577
121,within,-0.6428593250974668,0.00562524043572965,1.469190364457623
122,knight,-0.4196023205075665,-0.0041583127553441734,1.4836838433825115
123,hand,-0.40994165596640375,0.0087615356559263,0.43700847090523043
124,lande,-0.5585509310274732,-0.018405844115947145,-0.12316101032112303
125,together,-0.5731249022255449,0.001948125877421547,3.314166668449244
126,ham,-0.44379137212987807,0.01661502703383655,0.0
127,lady,-0.9604776899852254,-0.011077885874676063,0.5671087458864412
128,night,-0.3148826779773328,0.022417684459962728,2.1280494861009887
129,stand,-0.39134785440058284,0.00175753872972495,1.3193129090886768
130,sum,-0.5742352675670679,-0.0011805435913289086,0.0
131,love,-0.7891098611655423,-0.04862880601292907,-0.02832769135767932
132,church,-0.00801985020724505,0.00998747766039132,-0.31411036618056
133,self,-0.4238700710787331,-0.010734295880296063,0.696297270656268
134,I,-0.39732886330794503,0.02409928204147438,1.1938536421510018
135,mete,-0.5755979539330545,-0.024354634464725522,-0.6256230558883273
136,if,-0.7829002470036626,-0.034140304548980316,2.0589656157781433
137,last,-0.3930158766602796,-0.020802590564432677,-0.5909329318678243
138,wold,-0.38410267775564044,0.02144919645098531,-1.0
139,L,-0.753949428375619,-0.029732748789262686,0.5941453450567562
140,next,-0.8408899545710655,-0.03782236934876282,-1.6537539987194996
141,full,-0.7663177060217343,-0.036892582171649035,0.0437636231174992
142,live,-0.48460018307503017,0.00030120577224734824,0.676896531101947
143,else,-0.3651208123659577,0.0016650267773796745,1.1585787319713787
144,till,-0.527284591965107,-0.0008170460500486199,-1.8876024502976527
145,himself,-0.18752765171920327,-0.0565475070860767,2.4536909158573468
146,four,-0.4406352659674795,0.014436518791250186,1.4076013907595875
147,mare,-0.596885576189095,-0.019669156068247595,0.0862487428241061
148,-sy,-0.7315242052223097,-0.022167797148689106,0.0
149,eye,-0.422023887075877,0.003417398972136332,2.039123703205152
150,though,-0.6223346151819396,-0.022372184160801445,2.3233562252642286
151,send,-0.39252443288420125,0.012433411061853916,-1.2232035043322942
152,whether,-0.35716286638368455,0.014253260112197408,0.14604637722353608
153,ilk,-0.4199560719326527,0.01473323500347079,0.6198890061871587
154,healend,-0.30336958842258444,0.003416561201890267,1.4207117106618876
155,none,-0.2936400432514503,0.03146152156171067,0.044481222616738245
156,wer-,-0.5094274156130512,-6.423978433534039e-06,0.0
157,why,-0.3272936227676162,0.03285149212540861,-0.43632163899793075
158,heaven,-0.35283090627312674,-0.002516258870032928,-0.6741229147657366
159,-ane,-0.6579362198202015,-0.021187487915413694,0.0
160,land,-1.1916329877245957,-0.0343209033928521,0.18617409179632785
161,five,-0.9519193069468637,-0.05914184702100134,1.8848161127325473
162,true,-0.493240499038464,-0.006601403287942231,0.599482667623545
163,fourth,-0.350571798585702,0.01072188175885147,0.8190873102537846
164,find,-0.17089523672871643,0.008549246118215281,2.5591199852280857
165,hold,-0.4014391804973938,-0.003583121092196162,1.2882509136840854
166,Ni,-0.5843976407833891,-0.005302876430577919,0.0
167,Thomas,-0.37378778591755957,0.010454085223247311,0.0
168,wine,-0.4493378606857332,0.007238499933621356,0.6644511616421691
169,shield,-0.3314676600934279,0.011016196209416185,-0.6933226506630407
170,blood,-0.5098067154836112,-0.006019082118257857,1.0016640401505155
171,evil,-0.5203655478612372,0.01448178380221199,1.1779938883702057
172,soul,-0.6384000146678188,-0.020972117587607753,0.951263688056349
173,queath,-0.2481273053501445,0.00393486871692017,-1.6970669704979944
174,gold,-1.4997869599644185,0.015907230560072483,-0.2528830654353521
175,will,-0.45660867325169185,-0.012686223843826006,1.0850504080238128
176,among,-0.45775500051462625,-0.007959353896399013,1.6937171142018723
177,her,-0.5570533560224158,-0.006961712427744127,0.7090210765949755
178,mee,-0.6300200723193567,-0.01810386840680589,0.0
179,hight,-0.40854225714648873,-0.01112201849430794,1.2001091450048014
180,earl,-0.4149855432943941,0.010736861345701842,0.7534990203213846
181,third,-0.48513289739882204,-0.003598853850811823,1.2750494394452196
182,het,-0.6539672018743374,-0.018284400105503362,0.0
183,fast,-0.48390117980204206,0.0006219488812505558,-0.0988008547836734
184,ˈinne,-0.45489260103380946,0.0058525465840471025,-0.0009011853480851428
185,forthe,-0.6608550531760766,-0.030384773853222136,0.3327221428810643
186,old,-0.5005397241926755,0.009166162244460874,0.56132185877713
187,drink,-0.577034596359213,0.000578200207468571,0.17340379700096875
188,bid,-0.43755312817897085,-0.00033997061124624306,0.19022901064557307
189,mother,-0.44851152740367173,-0.003975984261979426,1.1534745012141752
190,mode,-0.6481560490222122,-0.02599029332791214,-0.2738863973338569
191,begin,-0.18887866227434102,0.017024866897014435,0.4139451954039699
192,manna,-0.32718035801603307,0.02490396885686752,0.0
193,clean,-0.5908194646856471,-0.018789287447191994,0.8821394122444954
194,truly,-0.8066947962354378,0.020573648862604266,3.0169196595254064
195,enough,-0.11214317541926544,0.04462185033271793,2.1107028451459877
196,side,-0.8468947977157777,-0.033024614763887294,-0.20062232431271465
197,between,-0.484949800400865,-0.013326944535772767,-0.3901983919168057
198,seven,-0.651794620544778,-0.02584812120777813,1.2125490571053985
199,French,-0.33588380829579734,-0.010795405289298787,1.9465676210032452
200,devil,-0.5975663569874019,-0.02601685741693116,1.887081371713979
201,English,0.0375372519552597,3.772507354726784e-05,3.0557219328773804
202,fire,-0.6203610087199625,-0.01640796618307827,2.1382507080141897
203,hundred,-0.42277909136688496,-0.016744738232717937,0.3464067232293508
204,alder-,0.04689164148406988,0.006486787463283794,1.0751118846581627
205,meek,-0.6305209050808394,-0.019881390059398818,1.1883763717345073
206,fair,-0.2637399867581589,0.02082189770640941,0.3921845558856494
207,wisdom,-0.12498734534476341,0.016021363360823937,1.4321562473564677
208,strong,0.1047289160218936,-0.009910038360809281,0.3852979777366772
209,answer,-0.6730624908161893,-0.02251555037702213,1.1943851885174577
210,hope,-0.7555147178130026,-0.03872185531514216,-0.4720458020541769
211,castle,-0.24798088614413327,-0.01725881078726732,0.6275686336187605
212,sister,-0.6924124579105904,-0.038286834860908114,-0.04502899721785969
213,worship,-0.8042377650492654,0.006879252108805245,3.3505887236466507
214,rest,-0.720462986826643,-0.014448814157785983,-1.712337525062614
215,friend,-0.35804908033088,-0.010627626510241628,0.6396627113340183
216,ilkane,-0.1803338194480828,0.02375246231492356,1.7360411676599226
217,bene,-0.485210632854562,-0.006124394016998047,0.3244974102355341
218,book,-0.4175164943086207,0.016797734021394617,-0.7871107149038479
219,late,-0.9515587198104303,-0.059585673726112454,-0.36703142661217886
220,thine,-0.6427074091839806,-0.01939435975889703,0.7668607008672415
221,horse,-0.541368621319541,-0.01993635413218131,-0.14314514053866356
222,flesh,-0.4322176742925361,0.0060203507466441986,1.5162016628461044
223,need,-0.4568949224924399,0.005378174865732888,0.8323410874713391
224,write,-0.12285002507376408,-0.0005900770541222844,1.5212609157655765
225,wile,-0.48175994422534796,-0.0032082239510908828,0.19499570935361069
226,fade,-0.5136724810548472,-0.01421551345696459,0.40115111440255696
227,sorrow,-0.4715665143433698,-0.009776985684574413,1.2305149560552258
228,light,-0.4042112577911823,0.0011500770386893011,1.3509991552200324
229,who,-0.37953981310792617,0.026645988654484754,0.7252897139133397
230,show,-0.8010479753153348,0.013522837926028486,2.3736119869994736
231,head,-0.5045223696575434,0.003538073939389652,1.393733288929292
232,lare,-0.6285690485443078,-0.020657052819272548,0.0
233,thank,-0.5282569819661536,-0.007386862939188887,1.8860633015878068
234,husband,-0.16240972420876432,-0.030295882333428836,3.111513773379885
235,order,-0.16999616242503546,0.023168844924503107,2.7694351240750605
236,small,-0.5570485462387369,-0.015343984481537398,0.5638920353365358
237,tell,-0.3219664852612043,0.03379582354307986,-0.25229645008224866
238,home,-0.7558716558754375,-0.03459089549569838,0.13503620280212764
239,fall,-0.42703725232236867,0.03611709683301356,0.7502533761221675
240,sin,-0.6979038476761765,-0.013046100460262777,0.49744012164677187
241,thither,-0.40428529270118396,-0.002927771708677529,1.0406235542477442
242,clepe,-0.9709041825040501,0.011530319156493052,0.9429134709874063
243,open,-0.4112326019198793,0.02577558565176019,1.0080968361934806
244,whose,-0.8066796872031246,-0.04430916646476457,1.6666982777788943
245,tree,-0.7438172289754315,-0.02852947848130971,0.025332083642974235
246,anon,-0.3284114933751354,0.019621633724040577,1.0578724467917817
247,temple,-0.16691820416787007,8.484235492167702e-05,-0.35870688921608207
248,own,-0.566652088212388,-0.006030577252194358,0.5501302616174337
249,syn-,-0.6298886246671325,-0.01109311496608456,0.0
250,christen,-0.33027574889945477,-0.006999136074958834,0.5190076862456732
251,six,-0.5593976155621192,-0.0014318896356397826,-0.39476186301684657
252,eche,-0.41902467111520547,0.005109355156155515,0.06345811641554695
253,year,-0.15722689893684816,0.05300294873541589,0.9721971827701485
254,bote,-0.6552127143379156,-0.02727569762558757,0.205592508185083
255,maiden,-0.16215967133457454,-0.012382097528865987,0.8410715403534144
256,betwixt,-0.2620754269697514,0.0013528079594534725,0.9981520326019064
257,saule,-0.6024693936250811,-0.03358995257210495,0.6260298399525397
258,yond,-0.45956221620620497,0.02468702506513476,1.4901532135248174
259,get,-0.2888605255862604,0.011008105219101783,1.2049643005670028
260,borough,-0.48344958187787057,-0.02545198731180931,-0.182617932647815
261,A,-0.38329034923738714,0.02612071062583543,-0.7051930876854011
262,whole,-0.25311598066382857,0.049670493567393836,1.7219280948873623
263,make,-0.45693129262660737,0.010796417700731475,1.650775413907784
264,hard,-0.8217200792624908,0.049114838400604155,0.39185307091853616
265,fare,-0.38138476789224374,0.006067731589318726,0.4218566975147202
266,white,-0.6063499929809204,0.0021608114088950137,0.11103159729460588
267,almighty,-0.4457731306533059,0.017099165612677325,1.6187441940251144
268,truth,-0.6490885703345928,0.00511981667916428,3.300144229065248
269,saint,-0.5927958674624749,-0.016071239626667677,1.5143029514736248
270,better,-0.34260615397359917,0.012853926346955147,1.096083606206987
271,rather,-0.7735618955634003,-0.041529749844762764,-0.33071462556013076
272,lie,-0.49044811327932347,0.006974897673015734,0.21386705482065205
273,win,-0.28226369362546055,0.005900620530649547,0.8995341260073855
274,gast,-0.5431286094999574,0.0019673031836154875,-0.20661933275140204
275,sith,-0.3624393558776964,-0.005191553922020753,1.8974196290595937
276,death,-0.09133799441130641,0.053478351104609856,1.232764696786358
277,X,-0.6608956100284162,-0.008547012628835171,0.35532962562182946
278,bear,-0.3906530946260478,-0.0018351909974432257,-0.11940795643242419
279,stow,-0.6148780926759772,-0.014820747584400551,-0.15053937674568135
280,his,-0.2964767551027503,0.03159032664301864,0.04175261832615954
281,moyse,-0.7078762163882022,-0.03634289880073216,-0.403955551833339
282,Adam,-0.3120708565954704,0.03225435366104967,0.0
283,month,-0.37619506887357,-0.0063915992537224575,1.1777799370922768
284,wide,-0.6928384390038387,-0.017448813995464274,0.2815619168732638
285,moder,-0.4280496862765508,-0.010475679375332225,0.12862243565642703
286,horn,-0.5340583957217868,-0.006788367426269648,0.17612479334356923
287,town,-0.7498410226314594,-0.033228672764973766,1.0410161234123763
288,circle,-0.8420111728150399,-0.07232909752534022,0.29794457449327155
289,nill,-0.4607428756148506,-0.009562448298970794,-0.3846480997164079
290,E,-0.3700610337955892,0.020998684949033897,-0.10872042151979122
291,new,-0.4971194111714379,-0.000981910549797571,-0.5942085877340861
292,slay,-0.5336270208965699,0.001291258563877129,1.0704313186471373
293,swith,-0.6429854827885686,-0.019312794972606406,1.6221860514952977
294,Naman,-0.41692490864688025,0.009783439530145266,0.7925756732262056
295,hare,-0.7129907875501722,-0.0286641004021303,-0.8112781244591328
296,foot,-0.5990870180888894,-0.015818756927207023,0.9273204403920281
297,keep,-0.3921659666755515,0.016954516380664253,0.5435644431995964
298,fight,-0.4706990739299073,0.011070625309477,1.422183511214694
299,priest,-0.5688028199173418,-0.03682942823789348,0.9986642668639679
300,run,-0.3278126496973961,0.00279835428420816,1.3881362449204215
301,abide,-0.3039436577958501,0.008106338761022736,0.33345049304535435
302,sure,-0.4517136895659428,-0.010980985148387634,0.6402064333604701
303,whilom,-0.27984291377829873,0.019861455371880332,2.112569954151149
304,strength,-0.04374539952386325,-0.0063794360682351,0.43757576153174815
305,speak,-0.6051734321104902,-0.000818152513212711,0.6436799328622245
306,ought,-0.4437190585465025,0.005590701506186679,0.42188463747314886
307,war,-0.18946497159670272,0.012702772424242892,0.6821212283197006
308,use,-0.5857183217379394,-0.006661747117155503,1.07273728622321
309,since,-0.3927213810667274,0.0024006332245066764,0.9886994082884974
310,D,-0.5950632431320964,-0.009433980954400512,-0.6500224216483541
311,Rome,-0.6897079918401454,-0.026429199708603246,0.0
312,riche,-0.5630909553635313,-0.010943749141118175,0.0
313,teach,-0.517091133842646,-0.01653847074168857,1.9657460332957077
314,one,-0.4600090699328412,-0.01787299634543771,1.7595105520846346
315,bute,-0.7700290452624037,-0.03630735303201316,0.0
316,learn,-0.813962623690804,0.015797401793860133,1.1476845872389747
317,for,-0.36560493697047747,0.017519644802479806,0.732901009176448
318,thousand,0.20325401485059746,-0.008378287431016429,1.9623526731688186
319,dome,-0.6687280619792633,-0.025120873179588776,-0.17098264419695552
320,anyete,-0.6694780966332878,0.010700585609031199,-1.8306840300948894
321,follow,-0.25085866905141074,0.018730730694950348,-0.18227985053389828
322,B,-0.47265811418460135,0.009862479472570795,2.2880806239877645
323,shame,-0.6179281237566414,-0.00995029000190173,-0.38400898370667
324,feng,-0.3881894601144005,0.01726373690091687,0.0
325,abbot,-0.3682856414328759,0.014742962110354974,-1.010192859436649
326,for-thon,-0.16919348477887386,0.03587807460392556,0.0
327,bere,-0.5519898549012519,-0.012988871981181926,-0.2935564137266953
328,seek,-0.45473844527279184,0.0005570547089278621,0.9751182476840423
329,winter,-0.3934992048198094,0.01664521676365549,1.1617876966440521
330,up,-0.7698378191979458,-0.03480102245694716,1.7699230231807008
331,e,-1.2401290539996124,-0.10180170691487556,-1.0
332,thing,-0.44786803991883506,-0.005098201914456757,-2.810891801117576
333,read,-0.28648551368836017,0.009116963597110561,0.1922778110832255
334,fiend,-0.46674259695674447,0.0018442449292873642,0.4752728240435662
335,west,-0.5316885134564657,0.0004549053249028878,-0.205592508185083
336,twenty,-0.479019119904434,-0.012253056451472566,1.0053379797090316
337,glad,-0.5047485359277211,0.02236828156975945,0.1857381936310869
338,even,-0.45385589044836294,0.0014021354370971073,0.8245502644551337
339,gospel,-0.35990042609149064,-0.0028379052143651107,0.8277307958902554
340,cloth,-0.39788685610687313,0.011625476780780741,1.8114395175172788
341,sett,-0.5906033860025186,-0.009265861040413825,0.0
342,hole,-0.5974075338656082,-0.01957485101922951,0.7679401376244881
343,tide,-0.6619823186948297,-0.025519290164198627,-0.04624267936791404
344,efters,-0.5079999541084987,-0.006395288451834458,0.0
345,lay,-0.4981841391010917,0.01699025799591969,0.7210491078761176
346,yleave,-0.827322884636355,0.014799311051782671,1.0395691837258976
347,swear,-0.5069817037819551,0.003716743268816214,1.6132220576953726
348,sea,-0.4002551028429213,0.01702391821457827,-0.3266230554721621
349,mote,-0.5147330893853672,-0.01454780700331293,-0.3785175063243582
350,nemn,-0.07903847788270646,0.009418399395951793,0.572301492811885
351,false,-0.5487023983286345,-0.011556098955261329,0.08426242877623302
352,fultum,-0.4803636734445078,0.004581855989746808,-0.5913224297836523
353,fele,-0.7738404484888752,-0.035743254687654935,-1.1771245697587873
354,prison,-0.3726274610942859,0.0023389592862528286,2.334304688782844
355,greet,-0.16816565639228376,0.024569407911470553,0.31596984102272513
356,still,-0.7456132470705388,0.03481975965310258,-1.0
357,bright,-0.25476204157882343,0.02335339185772345,1.1512827469347275
358,bad,-0.4457627716473649,0.013887129348450156,0.0
359,care,-0.7845060273677902,-0.043043955916616694,-1.045331066723611
360,forty,-0.13197071181286635,0.00835223930390927,1.423150293792095
361,lead,-0.46136189399426364,-0.00617401178107313,0.5380975275813578
362,mouth,-0.8146268865425554,-0.04534773731986108,0.8542218464244444
363,bare,-0.7598490248638896,-0.03210560229395032,0.0
364,draw,-0.22610784636722503,0.05209002711919042,2.437901753598914
365,leave,-0.45065105874648737,-0.010038169047121959,1.2795221579823162
366,dare,-0.658666447384542,-0.013591389626600336,0.6826092482919197
367,W,-0.3257551440068358,0.03381720850344139,-1.2303966656969187
368,wonder,-0.42908736934878,-0.00011395899949906418,0.4723066671427305
369,arms,-0.4886051901471866,-0.0013242764083065683,0.7553754125614287
370,mighty,-0.4431313913559478,0.012416235845853274,0.7930993499777941
371,Edward,-0.2357543803067932,0.024224690511446934,0.0
372,hund,-0.5829145733853647,-0.007021433626607676,0.0
373,R,-0.741248089853138,-0.023689346684009016,1.272905595320056
374,sire,-0.6861720938523126,-0.028842181336864336,-0.6693448378950255
375,cold,-0.41043763100628006,0.01586152913124106,0.7562963939141802
376,worse,-0.6097228418013918,-0.028192246924227504,0.9899201758745151
377,highness,-0.14228744211802713,-0.010847705702027755,0.7719029144535747
378,dead,-0.31032471103879367,0.027515118533502636,0.0
379,east,-0.46084575010062157,0.011816159892946487,0.9988303440605741
380,pore,-0.6492613333288046,-0.02662847911868438,0.08650421412134598
381,kind,-0.583793490492333,-0.015049908070732476,0.25637839792415296
382,far,-0.5418798223581165,-0.006598938308161384,0.5784604073197417
383,davit,-0.5743248324988226,-0.011325232018318698,0.13110652958234503
384,south,-0.6531301368620097,-0.03410671107944652,1.377125099402862
385,milk,-0.5405812633060414,0.03204557440425859,0.40715495430324133
386,arise,-0.499857013216614,0.0031137566158705443,0.9380658343841968
387,apostle,-0.48872270374856885,-0.0432650030683871,2.007925291655427
388,oath,-0.38867186271338827,0.02188479101552232,1.2413876689790215
389,Abraham,0.09529613108078916,0.018358842460765912,0.1623261801753929
390,ylike,-0.7398511636824896,0.019955122999445463,2.5244088899933104
391,rathe,-0.5747885314713654,-0.009494839294324708,-0.30656759427647584
392,amen,-0.4885939477662795,-0.004078407422382413,0.2690553027246507
393,speed,-0.4756901497059456,-0.01339462527582247,0.26633990394370777
394,ealdorman,-0.3531781248020316,-0.02214694365788039,-2.6554306134566876
395,sib,-0.6315856404050626,-0.013299246730965053,0.26669992306414825
396,hide,-0.5182827857095926,-0.009958197394355328,1.9288013346506125
397,silver,-0.6884450625486362,-0.025138672168793175,1.7030662034651558
398,once,-0.5476337655709669,-0.01403956984866006,1.8383685150260665
399,licham,-0.6824221968952102,-0.0020702315279956807,0.6509862265900876
400,least,-0.8982344451350963,-0.03112171028976507,-1.224394445405986
401,token,-0.5904890860112326,-0.011453267625938235,1.4703888915142165
402,twain,-0.5123555163843081,0.009122095323237156,0.9437703359550539
403,sell,-0.45154224892022565,0.0023516096480671322,-0.8783074677985672
404,short,-0.7734230416153114,0.004931750503408883,0.23329875243108322
405,witness,-0.0629602895706638,-0.015598334766578015,2.2640024193308528
406,alexanders,-0.4340999073392968,-0.02353421119567911,1.2183229573091299
407,mone,-0.5850857393695881,-0.017452825852379394,0.24526637282595465
408,reste,-0.41255471137911215,-0.01102045795422002,0.09694460606247315
409,lete,-0.6247178272385181,-0.021126246052952324,0.0
410,hyne,-0.7157761853273685,-0.029269082009940384,0.0
411,forlet,-0.4353380839163883,-0.01769124343588724,0.34143340847870807
412,Israel,-0.5169488907113964,-0.013041379572251377,0.0
413,nere,-0.5523811439825339,-0.011365609333724436,0.0
414,quick,-0.43368173427625933,-0.006370043379594348,1.1393611621008846
415,deep,-0.48089098891935045,-0.011517971925373738,1.5273193975329664
416,herd,-0.4445742751330535,0.017250611792349213,-0.5694194205186318
417,free,-0.7851877153352955,-0.006650297160001317,-0.24629887119345373
418,waldend,-0.09171862290231658,-0.005440634261687283,0.9369081255541412
419,north,-0.5797132256599227,-0.02057827597023021,0.5473559630470914
420,voice,-0.36993446984521494,0.013188195372966005,1.974749499826283
